text,ann,mask_ann
"I think, the similar work has been done by many people, which has to be referenced, i.e., the base paper from where the work has started has to be written (The base paper is not mentioned or cited).",2,1
"6, 2332-2343.",1,1
"We are grateful to the reviewer for her/his time and effort in reviewing our paper, as well as for pointing out issues to improve the paper.",1,1
"for B. subtilis spores (Munakata et al., Photochemistry and Photobiology, Blackwell Publishing Ltd, 1991, 54, 761-768).",1,1
line 135: How many fruits were used as a bulk of representative fruits?,0,0
"Please update the images of whole liver showing tumors on it, or at least pictures of tumors which were removed after sacrifice, if applicable.",2,1
Response 3: We sincerely appreciate this well-taken comment.,0,0
"1998, 180, 3923– 3932).",4,1
Figure 6: Bacterial EPSs are normally composed of repeating units.,0,0
Sentences are added in the paragraph to clarify the demonstration.,0,0
Were voids observed?,0,0
"A 65, 053604 (2002).",0,0
Comment 15: l. 169-170: “thirty” instead of “thirteen”?,0,0
"In fact, the whole paragraph changed to: “The newly proposed phylum Thaumarchaeota appears to be non-monophyletic as an outlying strain Candidatus Caldiarchaeum subterranum was assigned to this phylum according to the NCBI taxonomy.",1,1
We also believe interactions such as suggested are better done in longitudinal studies where one can examine moderators.,1,1
Reply:,0,0
"(You stated some points in this regard, but it is not sufficient.)",0,0
The article contains many original results of undeniable practical significance.,0,0
"Finally, we have considered that some pathogenic (PS2, PM1, PM6, PP2, PP4) and benign (BP1, BP3, BP5) codes are not applicable to the classification of RAD51C variants.” 3-",1,1
It is in general well written and the work deserves publication.,0,0
"Given the severe limitations of their cross-sectional design, the authors need to revise their comments with respect to directionality and their use of causality terms throughout the manuscript.",2,1
"However, the crossing scheme was viewed holistically and data on each cross was not maintained separately as the present study aimed at selecting introgression lines from multiples crosses with multiple stress resistance/tolerance by pooling several genes and QTLs into a common background.",1,1
"199-198 “The specific surface area and volume fraction of pores are calculated, and the results are shown in figure 7.”From the text of the manuscript it is not clear what method was used to obtain the calculated data on the specific surface area and volume fraction of pores.",0,0
4.,0,0
Significance and Quality of Presentation,0,0
Point 6: Sizing of renewable energy sources and battery systems were not properly explored.,0,0
"Authors should report the detection limits and the recovery of the analytic methods used, along with and the standard solutions for the calibration of the instruments.",0,0
14 Reviewer 2: 4),0,0
"In short, they allow to clearly identify the D-mannose α-(1→2) and α-(1→4) linkages in EPS.",2,1
"P. 22: “differences might be attributed to those in innovation systems as basic conditions of clusters.” This is central, so the discussion should be summarised in the conclusions, preferably taking up the three hypotheses: To what extent and how can differences in cluster policies and cluster management be linked to differences in national systems of innovation?",2,1
"Therefore, we believe that ESCs used in this study are no different than the above cells and cell lines in examining the role of PGRMC1.In the future, we plan to use several ESCs and their cell lines to clarify the precise mechanisms of PGRMC1 downregulation and decidualization.",1,1
The term amount is not applicable here.,2,1
Please explain.,0,0
Please use Fig.,2,1
"Ko et al., 2020.",2,1
Response: Thanks for your comment.,0,0
"It is much more versatile than the rigid DNA alternative, which is enriched in the ‘information’ capacity.",2,1
"However, further research on developing building typology-based biophilic design guidelines and assessment methods are necessary.” Point 4: P2, L63: Although I wouldn’t completely rule this out, POE surveys may not always provide feedback to the architect, since they are implemented post design-stage and the building would be operated by facility management or the owner.",0,0
→ Comment 2: The following comments were not addressed correctly: Why was linkage analysis not performed?,0,0
DISCUSSION 17.,0,0
"Finally, adding to all the above questions, I found a very weak Discussion section which must be extended.",2,1
Lines 300-307.,0,0
The present paper is thus part of an ongoing debate and the findings presented here are likely to influence discussions and decisions by stakeholders.,0,0
It is best to supplement and describe the necessity of research.,2,1
"We moved up the discussion on governance and steering and elaborated on the generative mechanisms behind a transition to a Natural Social Contract, e.g.",0,0
#3.,0,0
Author Response,0,0
"It would be interesting to see, how NR2F1 levels would change with endocrine treatment and/or endocrine resistance.",0,0
"The method of selection of the biophilic design attributes/patterns for workplace is: ŸStep one, find out the correlated biophilic design characteristics from the two mainstream biophilic design frameworks.",1,1
"Author Response Point 1: This article compares the production of emulsion gels by two different methods, namely heat-and TGase- induced emulsion gels.",0,0
Added 2.,0,0
Hypothesis 1 has been removed with the justification provided in response 5.,1,1
Line 526-527: The proposal should be reformulated.,2,1
"; Ramrattan, R.S.",0,0
L232-242 These sections should be moved to the Materials and Methods as a “Subjects” section,0,0
"; Nahum Alves, C. Analysis of Kojic Acid Derivatives as Competitive Inhibitors of Tyrosinase: A Molecular Modeling Approach.",0,0
Effects of biophilic interventions in office on stress reaction and cognitive function: a randomized crossover study in virtual reality.,0,0
Techno-economic assessment of Minimal Liquid Discharge (MLD) treatment systems for saline wastewater (brine) management and treatment.,2,1
"We corrected the above-mentioned correction as suggested by the reviewer and presented as follows, 1H NMR (400 MHz, DMSO-d6, ppm): δ 11.43 (s, 2H), 8.34 (m, 2H), 8.28 (m, 1H), 7.65 (d, 2H, J = 4.8 Hz), 7.61 (d, 2H, J = 3.2 Hz), 7.14 (t, 2H, J = 8.8 Hz), 2.51 (s, 6H).",0,0
"It’s clever to reduce the number of companies, though it isn’t clear who contacts the companies, the authors or Company B?",0,0
Cell proliferation-related gene sets were suppressed and MKi67 expression was lower in high NR2F1 BC.,0,0
"[97] Kang, S. M.; Heo, S. J.; Kim, K. N.; Lee, S. H.; Yang, H. M.; Kim, A. D.; Jeon, Y. J.",0,0
"In this particular case, it would be beneficial to use a species epithet too to avoid confusion.",2,1
How do you results compare to phase transformation measured using DSC?,2,1
"[10] If the journal allows it, please break up the abstract into Introduction, Methods, Results, Conclusion.",0,0
"Investigative Ophthalmology & Visual Science 2016, 57, 2614-2614.",0,0
Please use a consistent writing style throughout the whole manuscript.,0,0
Using LD% units accounts for the batch variability.,0,0
"ESC lines are commercially available (T-HESC, ATCC) and maybe useful tool to investigate the role of PGRMC1 in decidualization, as you pointed out.",1,1
It is necessary to add more recent works on the subject with alternative ways of testing for Wagner’s Law.,2,1
"P5 L191: TBW should be in liters, not kg.",2,1
"(h) Factor analysis: Have you reported principal components, or a rotated solution?",0,0
In this section we have tried to describe the classification approach and the rules we have followed to classify the variants.,1,1
The incorrect part of the year has been corrected.,1,1
1) I requested a major revision including the use of miRNA-resistant exogenous PGRMC1 expression (altered codon usage) to demonstrate that lack of PGRMC1 attenuation will prevent decidualization.,0,0
Round 1: and Author Response,0,0
Response: Thanks.,0,0
"Nine individuals in each group were indicated in the neuroimaging analysis, this should be indicated in the abstract.",0,0
"In line 342 we removed the duplicate “and”, and thank the reviewer for catching this typo.",1,1
Check the font of the reference numbers in the text and correct RESPONSE:,2,1
Revised.,0,0
"Why at higher ranks, genomic approaches are more effective?",2,1
The paper by Besançon et al.,0,0
Would suggest to use these case studies as a source of ideas on how policies and cluster initative management migth relate to each other; that would make this a more interesting paper.,2,1
Which kinetics are right?,2,1
Molecular ‪docking was used to study the molecular behavior of L1 and L2 against tyrosinase from Bacillus megaterium.‪ Response:,2,1
J. Mol.,0,0
Further investigation revealed that one company (RIC: OBE.TO; CompName: Obsidian Energy Ltd) is responsible for these outliers.,1,1
"Nevertheless, we will adjust the manuscript (lines: 271-288) so that this statement is less strong and the focus is more on (a combination with) other pathways, rather than this pathway alone.",1,1
The auhtors investigate the motion of atoms in a periodic potential inside he cavity taking into account the effect of continuous measurement of photons leaking out of the cavity.,0,0
Broad Comments The paper fills an important research deficit by focusing on the interdependence between national cluster policy programmes and their implementation by cluster management on the ground.,0,0
"Unfortunately, it is not known by now but this finding would provide critical information to determine the pathogenicity of leaky spliceogenic variants.",1,1
"It seems that a more interesting and direct test of the longitudinal effects of sexual behavior on sexual subjectivity would test whether new sexual behaviors (that is, sexual behaviors experienced between Time 1 and Time 2) predict change in sexual subjectivity from Time 1 to Time 2.",2,1
Response 13: Thank you very much for your kind reminder.,0,0
Subsection (1) must be rewritten to help the reader understand the ideas.,2,1
"; Gu, X.-N.; Wu, W.N.",0,0
(8),0,0
"In brief, the authors have made major improvements on the form and good improvements to the content.",2,1
"Again, we appreciate all your insightful comments.",0,0
"ISSN 2076-3387 http://www.mdpi.com/journal/admsci Peer-Review Record: Local Management of National Cluster Policies: Comparative Case Studies of Japanese, German, and French Biotechnology Clusters Hiroyuki Okamuro and Junichi Nishimura Administrative Sciences 2015, 5, 213–239, doi: 10.3390/admsci5040213 Reviewer 1: Anonymous Reviewer 2: Anonymous Editor: Maximilian Benner (Guest Editor of Cluster Policy: Institutional and International Perspectives) Received: 27 April 2015 / Accepted: 27 October 2015 / Published: 3 November 2015 1.",0,0
"P. 14: On section 4.5 in the first draft, I commented that “Unlike the regional cluster initiatives in Alsace and Baden, the trinational BioValley initiative has hardly had any impact in terms of intensifying cross-border interaction, confirming problems that Koschatzky (2000) had identified long before.",0,0
KIESE 2013).,0,0
(2020).,0,0
Labels or zoomed out images from those presented in Figure 3 and 7 are needed to orient the reader to where within a cell the colocalization is observed.,2,1
- The abstract is somehow unorganized.,0,0
"If replicated were carried out, the use of average data is required as well as the standard deviation in the results and figures shown throughout the manuscript.",2,1
"31, pp.",1,1
"Author Response Thank you for your time in reviewing this manuscript and for your constructive, helpful feedback.",0,0
"Physicochemical Approach to Understanding the Structure, Conformation, and Activity of Mannan Polysaccharides.",4,1
Response 7: We thank the reviewer for this question.,0,0
"The authors claim that they observed statistical differences between case and reference groups yet they do not preform a statistical test, nor give any p-value.",2,1
"However, the author(s) do not manage to provide any useful information about the dependency ratio in the ‘old fashioned’ analyses; they do only in Table 5 when (unknowingly) testing for cointegrating using OLS.",2,1
Journal of Chemical Information and computer Sciences.,1,1
Author Response,0,0
Practical examples in this section are now more explicit on co-evolutionary steering and multiple value creation insights.,1,1
The authors should develop more theory than describe a model which has already existed.,0,0
"In-text citation in Page 1 Line 44: “Some scholars summarized and classified the natural design features into biophilic design frameworks to guide design activities [25, 39, 40, 50, 51, 52].” Three references are added in the References List: Ulrich, 1993.",1,1
Some sentences are not well written or convey obvious ideas.,2,1
I think there are some ways in which you may tighten up the description of the experimental design.The comparisons between Jung and Aaker are always interesting - although the small sample size may be troubling to some.,2,1
"First of all, the paper is very interesting.",0,0
"Flannigan, G., & Dodman, N. H. (2001).",0,0
"ISSN 2075-1729 www.mdpi.com/journal/life Peer-Review Record: Phylogeny and Taxonomy of Archaea: A Comparison of the Whole-Genome-Based CVTree Approach with 16S rRNA Sequence Analysis Guanghong Zuo, Zhao Xu and Bailin Hao Life 2015, 5, 949-968, doi:10.3390/life5010949 Reviewer 1: Anonymous Reviewer 2: Anonymous Editor: Roger A. Garrett, Hans-Peter Klenk and Michael W. W. Adams (Guest Editor of Special Issue “Archaea: Evolution, Physiology, and Molecular Biology”) Received: 9 December 2014 / Accepted: 9 March 2015 / Published: 17 March 2015 First Round of Evaluation Round 1: and Author Response In the manuscript titled “Phylogeny and Taxonomy of Archaea: A Comparison of Whole-Genome-Based CVTree Approach with 16S rRNA Sequence Analysis”, Zuo et al.",0,0
"Page 2, line 62: I disagree with the claim that “above models can be seen as extensions of Aaker’s (1997) brand personality model.” The models you listed are variants of well-known hierarchy of effects models",2,1
would it be constrained by laws and norms elsewhere?),2,1
"2015, 10,1-17. https://doi.org/10.1371/journal.pone.0136355 Point 3: Line 124: generat instead of generate.",0,0
Many of the paragraphs seems to be copied from standard papers (to be changed in your own words in simple English).,2,1
"As stated above, it may be worth considering moving these Bland-Altman figures to the supplementary file.",0,0
It is well-known that tyrosinase of Bacillus Megaterium bacteria is an attractive target for the development of antimicrobials or antibiotic adjuvants for the treatment of hyperpigmentation because of its similarity (33.5%) to the human enzyme [97-100].,0,0
The sentence referred to was meant to describe only the in vivo outcomes.,1,1
In section 3 we discuss the topic of anxiety which is underresearched in the literature on sustainability transitions and governance for sustainability.,0,0
"London, New York: Pinter.",0,0
52.,0,0
Point 2:,0,0
"Although no experimental data are available for comparison, the method is well explained and reported to agree with other electron impact calculations.",0,0
5.,1,1
"These topics should be tied together, or an alternative motivation needs to be presented.",0,0
"However, cell proliferation was analyzed only in a 24-hour long period even though most cancer cells have a doubling time around 24 hours.",0,0
How critical is the method selection?,0,0
In this case it is preferential to use a sister group that is more closely related to gain resolution within that group.,1,1
"Struct., 2017, 1147, 406.",0,0
Figure 3 -Very small/illegible typeface on map coordinates – consider simplifying scales and use larger typeface.,2,1
1 Response to Reviewer 2 Comments Point 1: Excellent work.,0,0
"Buildings, 11(4), 148; https://doi.org/10.3390/buildings11040148 66.",0,0
The classification between top-down and bottom-up clusters is misleading.,1,1
It will be of interest to a wide range of researchers involved in magneto-optical resonators.,0,0
I really enjoyed reading this article and thank the authors for the opportunity to review their interesting paper.,0,0
"Otherwise, this is misleading the readership.",2,1
The quality of EM figure is very low as embedded in an MS word file.,2,1
1.,0,0
"For these reasons, in our current experiments, we use specific cytotoxic/cytostatic activities of total supernatants derived from a toxicity assay displayed in (Figure.",0,0
"Aguirre-Ghiso group recently demonstrated that NR2F1 agonist treatment induced cancer cell dormancy [21], which raised an expectation that NR2F1 expression in primary breast cancer may have the possibility to be a biomarker.",0,0
Need to update the literature review with recent studies,2,1
The change illustrates how headlines can change the apperance of the text contents.,0,0
And I shorten this part to appreciate the comment by reviewer 2.,1,1
"OR Lower Upper Total dietary nitrate Continuous (per 10mg/day) 0.94 0.90 0.98 Quintile 1 1 1 1 Quintile 2 0.92 0.53 1.62 Quintile 3 0.73 0.41 1.31 Quintile 4 0.76 0.43 1.35 Quintile 5 0.34 0.17 0.67 Dietary nitrate intake from vegetables Continuous (per 10mg/day) 0.94 0.91 0.98 Quintile 1 1 1 1 Quintile 2 0.86 0.49 1.51 Quintile 3 0.79 0.45 1.39 Quintile 4 0.80 0.45 1.42 Quintile 5 0.34 0.17 0.66 Dietary nitrate intake from non-vegetable food sources Continuous (per 10mg/day) 0.62 0.40 0.97 Quintile 1 1 1 1 Quintile 2 0.96 0.55 1.68 Quintile 3 1.00 0.57 1.73 Quintile 4 0.64 0.35 1.16 Quintile 5 0.65 0.35 1.19 Overall the finding seems to be an association without a rationale since in effect of nitric oxide presumably related to past nitrate intake would, by their own discussion, change eye pressure or blood pressure yet neither variable was associated with the incident glaucoma.",0,0
The manuscript has been largely improved.,0,0
"The authors did a cross-sectional online survey with a total sample of 1649 adults across four countries (Norway, UK, USA, and Australia).",0,0
"The immunoreactive bands were visualized using an enhanced chemiluminescence (Western Lightning, PerkinElmer, Inc., Waltham, MA, USA) and analyzed with ImageQuant LAS 500 (semi-auto mode; GE Healthcare Japan, Tokyo Japan) (Page 4, lines 136-137).",1,1
The last paragraph of results is about background selection.,2,1
Old Figure 3 is new Figure 5.,1,1
"In the abstract, lines 23-27, I suggest to use the following expression or something like that.",2,1
"Overall, the work is done well and manuscript sounds.",0,0
 the seismic interpretation of figure 7G (cross) that were misleading the reader and add the interpretation of the fluid leakage features on the images • Figure 9: Remove ‘s’ from <10 yearss.,0,0
"Having addressed all your proposals for change and improvement, we await your decision in the best interests of Sustainability.",0,0
"2016, arXiv preprint arXiv:1512.05461",1,1
"Much of this, moreover, is action-oriented, pointing out major carriers and direction of change.",0,0
"Please, provide a definition of gamma.",2,1
"That the association did not change after adjustment for BMI suggests that the association between dietary nitrate intake and OAG cannot be explained by BMI, although residual confounding may persist.",1,1
"Panagopoulos, A.",0,0
Author Response Reviewer 3 (R3): I thank the authors for submitting a revised version of their manuscript entitled “Self-reported long COVID in the general population: sociodemographic and health correlates in a cross-national sample”.,0,0
Also describe in the methods section Answer: Thank you for your proposal.,0,0
Rotterdam: Millpress Science Publishers.,0,0
Authors’ response:,0,0
What percentage of people who were approached agreed to participate?,2,1
"1-5, doi: 10.1109/PCS48520.2019.8954507.",0,0
"Work on narrative theory and characterization in advertising also aligns with the archetype approach (see, for example: Mulvey and Medina 2003; Padgett and Allen 1997; Scott 1994; Stern 1988).",0,0
Regarding “The clinical context in which BC is evaluated usually defines the ideal model to be used”: This is somewhat confusing.,0,0
Conclusion: OK,0,0
The authors are very thankful to the Reviewer for their valuable suggestions for the improvement of the manuscript.,0,0
The statistical significance of any result would be evaluated using multivariate analysis.,2,1
The unified topo data and Equation are used to compute RTM quasi-geoid height.,1,1
"The article presents triple differential cross sections (tdcs) calculations of hydrogen ionization by positron and electron impact, in the relativistic and non-relativistic limit, using relativistic plane-wave Born approximation and non relativistic approximations.",0,0
Because the KQ-10 is a composite tests there is the likelihood to be some interaction with the sub-domains.,0,0
"However, the two experiments were performed independently.",1,1
The paper thus rests on the untested presumption that cluster management and national policies actually impact the performance of clusters.,0,0
Subtitle has been added as suggested.,1,1
Reviewing the famous Marlbro ads or thinking about the attention David Beckham's appearance in ads for Adidas receives can be understood to represent viewer's interpretation and unconscious assignment of famous archetypes.,0,0
Authors have sufficiently described the study methodologies including the survey and drawn The following revisions should be addressed before publication:,0,0
"Again, the authors are overselling their results.",0,0
 Comment) Introduction: The authors should add the main contribution s briefly at the end of the introduction.,0,0
(2014).,0,0
"I would however try to be more clear and succinct: in this situation, marked by x and y in society, by a and b in science or academia, we believe something needs to be done, in practice, and we present, with aplomb, a theoretical perspective which makes the issues and possible solutions more visible; in this, our contract concept is central, and the key co-evolutions which cause damage and others which could help, are identified, as well as ways to manage them.",0,0
"Leaving time has been changed throughout to ‘time left alone’ L33 10th instead of “10th” Thank you, we’ve corrected the typo.",1,1
Please explain it in the manuscript.,0,0
Ecton mechanism of the vacuum arc cathode spot.,0,0
"Here, in which a dosage of 12 mg/kg selumetinib showed only a low level of effectiveness.",1,1
"It is much preferable to refer to protein abundance, and changes in abundance.",2,1
"Branching order in a tree is directly related to taxonomy, while branch lengths have more to do with evolution.",1,1
"It’s clever to reduce the number of companies, though it isn’t clear who contacts the companies, the authors or Company B?",0,0
"Based on the DFT the calculations, a complete structural detail, vibrational, electrostatic potential, Mulliken population, HOMO-LUMO and thermodynamic analysis were also done.",0,0
In lines 391-395 I would prefer an Sk and Ku between -1 and 1.,2,1
"However, the authors did not show further supports to their calculations, namely, by comparing the present calculations with experiments or other theoretical method (from other groups).",0,0
We used the Word automatic referencing and somehow that seemed to get broken when the document was uploaded to the online system.,1,1
How many replications you performed for your experiments?,2,1
"The sequences we used were clustering monophyletically a-priori in the tree provided in the database used, and we chose them independently of the name.",1,1
We had made correction carefully (Line 381).,1,1
My final decision: reject,0,0
"Figure 4: Please be more specific regarding the range of slow, middle, and fast.",2,1
We revised the concerned section and rewrote the text in order to improve on clarity.,1,1
Round 1: and Author Response This manuscript described the measurement of bending elasticity of giant vesicles (GVs) prepared by archaea-derived lipids.,0,0
Sorry for the unclearness.,1,1
"Figure 1 must was lost from the last document, and we are so sorry for this.",1,1
Thank you very much for assessing the covariates included in these analyses so thoroughly.,1,1
Remote Sens.,0,0
The conclusion must be supplemented with a forecast about the change in the performance of the SL-20 in terms of safety and suitability for use after temperature effects.,2,1
"If the answer is yes, the official should seek approval from relevant authorities to get access to the data.",2,1
"Reference source not found"" appears.",2,1
Present a manuscript comparing the clinical thrombosis outcome in patients undergoing abdominoplasty and being on LMWH vs anti-Xa DOACs.,0,0
"Obviously, positive and normative approaches to support actionable agendas, like ours, do not escape the yardstick of scientific evidence.",0,0
8.,0,0
For this reason we use the provincial price indices to deflate the nominal series.,2,1
"This new text should be discussing the possibility of the latter also contributing to the observed effects, as well as the effects of mRNA level that the paper pursues.",0,0
"[26] Berrade, L.; Aisa, B.; Ramirez, M. J.; Galiano, S.; Guccione, S.; Moltzau, L. R.; Levy, F. O.; Nicoletti, F.; Battaglia, G.; Molinaro, G.; Aldana, I.; Monge, A.; Perez-Silanes, S. Novel Benzo[b]thiophene Derivatives as New Potential Antidepressants with Rapid Onset of Action.",0,0
the figure is not clear and not well visible.,2,1
Please include references if R3 this has been shown.,0,0
The number of additions when the horizontal and vertical transforms are combination of DST-VII and DCT-VIII in the VTM-8.2.,0,0
"This information might be presented in your other paper, but it would be good to include this basic information here as well, so readers can better understand your methods and findings.",2,1
"Special thanks to you for your good suggestion, we had made correction carefully (Line 38).",1,1
"As the authors briefly mentioned, PEG stress is more severe than water withdrawal, so it will not give a solid verification provided there are two variables, inducer, and timing.",0,0
Supplementary Figure 2.,0,0
"Regarding the POE results in the subscale BDE, 63.2% of workers agree/strongly agree that the natural light is an essential biophilic attribute and their offices are bright (BDE2-Q17).",0,0
"Maybe the authors could use ""is related to the probability"" or something like that.",2,1
Others: Line 37: “products” Line 245: would be better to show the value of each agronomic trait mentioned here Line 385-388: the figure legend does not provide enough information on this figure Line 435: it may not be worth to mention the sweet pepper as the first 30 crops Line 468: “GBS”?,0,0
We would like to thank the Reviewer to recommend us to develop this part.,0,0
"We have now added this also to the legends of figures 1, 2, and 3.",1,1
"b Model 1: adjusted for total energy intake, diet quality, physical activity, and follow-up time, Analysis performed in participants matched on age, sex and BMI.",0,0
"Hence, in this study, we develop a method that focus on evaluating the biophilic design elements in workplace.",0,0
Extensive English editing is required.,0,0
"Page 2, lines 90-92, ‘This was then integrated into the second study phase consisting of a nationally representative sample of the same sort of cohort.’ This description shows the integration of the two phases instead of the preceding phase informing the next phase.",0,0
The conclusion should briefly give an insight into the obtained results and also the limitations.,0,0
"; Bustin, S.A. Validation of housekeeping genes for normalizing RNA expression in real-time PCR.",0,0
2.,4,1
Section 4: The presentation of the six case studies is very systematic and clear.,0,0
Response 1:,0,0
"c) Furthermore, the questionnaire results enhance our knowledge on the practical ap-plication of biophilic design frameworks for the workplace and contributed to more framework design consideration.",0,0
"Line 262: “=261 %” , and Line 312 “linkes” a typo?",0,0
"There are a number of interesting points raised along the way, such as the generally one-to-one correspondence between DNA gene -> mRNA transcript -> protein enzyme -> single reaction (although many enzymes are often involved in a single pathway which transforms/produces a single substrate/product).",0,0
Author Response Thank you so much dear reviewer for your positive comments regarding the revised version of our manuscript.,0,0
Authors present a new interactive tree-visualization tool which enables direct validation of taxonomic groups according to their monophyly.,0,0
"If neither pathogenic nor benign supporting transcripts contribute ≥90% to the overall expression, the splicing assay is considered not providing any evidence in favor, or against, pathogenicity.",1,1
Point 15: Please add a comparative profile section to compare your results and prove how it better than previous.,0,0
"A 88, 033830 (2013).",2,1
I suggest to improve the interface between the propositions presented and what comes before in the text.,0,0
I only recommend some minor revisions before acceptance.,2,1
"(ppm) pH Contact Time (min) Adsorbent dosage (g l-1) Maximum adsorption capability (mg g-1) References Activated carbon (AC) prepared from coconut tree sawdust 10 3.0 180 0.2 3.46 [29] Raw coconut fiber 250 1.0 270 10 18.60 [30] Sugarcane bagasse 100 2.0 90 10 1.76 [31] Canadian peat Coconut fiber 50 2.0 4320 25 4.61 4.71 [32] peanut shell (P. Shell), sawdust (S. Dust) and Cassia fistula leaves (C.F.",0,0
"There isn’t a source below the Title of Figure 1, though after that seems that B Corporation is the owner of it.",2,1
It may be worth considering moving Table 4 to the supplementary file and bringing supplementary Table 1 into the main document.,0,0
4.,0,0
We added this description of the adopted approach in the legend Figure 3 -Very small/illegible typeface on map coordinates – consider simplifying scales and use larger typeface.,1,1
"[8] first proposed the design concept of utilizing torsional deflection to obtain out-of-plane motions from planar structures, leading to a new group of compliant joints for LEMs called Lamina Emergent Torsional (LET) joints"".",5,1
Specific Comments Please double check the citations and the references list as some citations are not included in the references.,0,0
J. Pharmacol.,0,0
l. 725 possibility of future,2,1
"The normative development of sexual health is an important and understudied topic, and the Introduction to this paper provides a good overview of the theoretical work in this area.",0,0
In order to confirm proposed mechanism of Cr(VI) adsorption (illustrated on the fig 6) Authors should provide data on adsorption capacity of pristine groundnut shell activated carbon (not modified with Al).,2,1
"Hence, the questions in the final section are designed based on the selection of the biophilic design elements/attributes that typically applied in the office design, which are not mentioned in the previous scales.",0,0
"Since our animal experiment aimed to examine the efficacy of concomitant TTFields and sorafenib, with no additional agents, chloroquine was not employed.",1,1
We thank the reviewer for pointing out the inaccuracy in the references.,1,1
"This new text should be discussing the possibility of the latter also contributing to the observed effects, as well as the effects of mRNA level that the paper pursues.",0,0
"Given the conceptual framework outlined in figure 1, one might also wonder why national policymakers, i.e.",0,0
Statistical sample sizes were unfavourably small.,2,1
"1 - for a more effective visual comparison, authors recommended to provide SEM images of the same scale.",2,1
"However, I still have some concerns.",0,0
"[72] Azad, I.; Akhter, Y.; Khan, T.; Azad, M. I.; Chandra, S.; Singh, P.; Kumar, D.; Nasibullah, M. Synthesis, quantum chemical study, AIM simulation, in silico ADMET profile analysis, molecular docking and antioxidant activity assessment of aminofuran derivatives.",0,0
The reactive aggressive group did not differ from the combined group on peer delinquency.,1,1
NR2F1 expression in cancer cells of primary breast cancer was not associated with cancer stem cell-like characteristics at all.,0,0
"Since this paper is primarily studying IFITM localization and clustering at endosomes/lysosomes it should reference studies in which endocytic localization motifs of the IFITMs were identified and characterized (Jia, Cell Microbiol, 2014; Chesarino, JBC, 2014; Li, JBC, 2015) Line 65 states that subsequent studies have failed to confirm an association between SNP rs12252 and severe influenza.",2,1
"GRP78, a marker of ER stress, remained low in all treatment groups for 6 and 24 hours of treatment, but demonstrated elevated levels at the later, 48-hours time point (Figure 3e).",0,0
"The computed FT-IR analysis as well as the 1H and 13C NMR using B3LYP/CC-PVDZ/6-311+G(d, p) method agreed satisfactorily with the experimental results.",1,1
We have improved the section to clarify the need to extend this line of research.,1,1
It is a theory of origin of diversified cellular life.,2,1
In answer to the specific comments: Comment 1) Introduction Section: This comment still requires a response.,0,0
Should the writing of the results and discussion sections be separated?,0,0
Response 2:,0,0
Response: Thanks.,0,0
"In their response, the authors mention that with the lower value from Boal and Ng the trichomes collapse into a heap, and so a larger bending modulus was necessary.",0,0
(RSM) Answer 16:,0,0
Response 4: Thanks.,0,0
"The motivation of the paper is still unclear for me in the introduction, and the reasons for the limitations of smart city services are not clear in Section 2, but is much better explained later in the paper, which is a nice improvement.",0,0
"At present, we are doing the fluorescence activities of these ligands and L2 showed excellent fluorescent emission at λmax 520 nm.",1,1
"Yours sincerely, Shiyu Wang 759932572@qq.com",0,0
Point 7.,0,0
"However, we make no commitment to the type of environment the vesicle is embedded in or how these concentrations are maintained.",1,1
"žUlrich, 199",2,1
They are also valid research questions.,0,0
This is contrary to accepted public health policy internationally.,2,1
The application of the Duncan test should be justified because it is less sensitive in this kind of study.,2,1
Please always explain abbreviations before use - e.g.,0,0
* unnumbered equations between eqs.,0,0
"1–19, 2020.",2,1
"Science of the Total Environment, 736, 139631.",0,0
Response 2:,0,0
(3) The authors claim there should be no backaction of the field on the oscillation frequencies.,0,0
We have corrected wrong numbering of subsections.,1,1
checked and clarified Clean up map: 1.,0,0
"According to a reviewer’s comment, we included two new Tables, Table 3 and Table 4, so that the table indices were changed accordingly.",0,0
"If the difference is statistically significant, please briefly explain/speculate why.",0,0
analyzes whether a mixture of cholesterol-containing liposomes (Ch:Sm-liposomes) with phosphatidylcholine liposomes (PC-liposomes) is protective against the combined action of SLO and SLS streptococcal exotoxins.,0,0
The irrigation water physi-chemical parameters should be given.,0,0
"If the authors are really interested in the processes that could feed into reactive or proactive relational aggression in females, they should have been more attentive to this issue.",2,1
"It is likely that students who smoke actively seek roommates who smoke, and students who do not smoke seek roommates who do not smoke.",2,1
"We did consider the risk factor myopia, for which we adjusted by including education level into model 3.",1,1
"If so, the table should explicitly state this fact.",2,1
"However, there are some issues that need to be resolved before this manuscript can be considered for publication.",0,0
Author Response Please see the attachment Author Response File: Author Response.pdf,0,0
We changed the layout of the tables enlarging the font.,1,1
"Brain Stimulation 7, no.",1,1
Why is the DO concentration of BAC-effluent sometimes higher than the Raw water.,4,1
Hope the revised manuscript would be more satisfactory.,0,0
Chem.,0,0
I hope this makes more sense now.,1,1
The problem of mutational saturation is now included in the discussion of Figure 1.,1,1
"If we accept also strains and populations from literature or from databases to the evaluation, there is always questionable the taxonomic determination (scientific names) of various species and strains, which are based on the old nomenclature and morphology.",2,1
"Nucleic Acids Res., 2006, 34, W116-W118.",0,0
"* Line 19: ""Coulomb system"" -> ""Coulomb systems"" ------------------------------------------- Answer of authors -------------------------------------------",2,1
The reviewer suggests at least a t-test analysis.,0,0
